"Município";"Cirúrgicos";"Clínicos";"Obstétrico";"Pediátrico";"Outras Especialidades";"Hospital/DIA";"Total"
"150740 São Francisco do Pará";-;-;-;-;-;-;-
"150745 São Geraldo do Araguaia";8;17;8;8;-;-;41
"150746 São João da Ponta";-;-;-;-;-;-;-
"150747 São João de Pirabas";2;11;7;4;-;-;24
"150750 São João do Araguaia";2;8;6;3;-;-;19
"150760 São Miguel do Guamá";10;24;8;12;-;-;54
"150770 São Sebastião da Boa Vista";1;17;7;7;-;-;32
"150775 Sapucaia";2;5;1;3;-;-;11
"150780 Senador José Porfírio";4;6;3;2;-;-;15
"150790 Soure";9;23;6;10;-;-;48
"150795 Tailândia";8;10;12;10;-;-;40
"150796 Terra Alta";-;-;-;-;-;-;-
"150797 Terra Santa";2;7;8;4;-;-;21
"150800 Tomé-Açu";24;61;36;29;-;-;150
"150803 Tracuateua";4;4;4;3;-;-;15
"150805 Trairão";4;5;7;4;1;-;21
"150808 Tucumã";17;30;19;18;3;-;87
"150810 Tucuruí";60;56;45;33;10;-;204
"150812 Ulianópolis";12;43;11;22;-;-;88
"150815 Uruará";6;28;12;11;1;-;58
"150820 Vigia";7;15;7;6;-;-;35
"150830 Viseu";8;24;12;21;-;-;65
"150835 Vitória do Xingu";8;15;4;4;-;-;31
"150840 Xinguara";10;43;14;14;1;-;82
"150000 Município ignorado - PA";-;-;-;-;-;-;-
"160010 Amapá";-;20;6;11;-;-;37
"160020 Calçoene";1;10;4;5;-;-;20
"160021 Cutias";-;-;-;-;-;-;-
"160023 Ferreira Gomes";-;6;3;3;-;-;12
"160025 Itaubal";-;-;-;-;-;-;-
"160027 Laranjal do Jari";14;19;13;12;-;-;58
"160030 Macapá";144;155;113;141;20;-;573
"160040 Mazagão";-;6;3;5;-;-;14
"160050 Oiapoque";5;15;11;10;-;-;41
"160015 Pedra Branca do Amapari";-;8;2;5;-;-;15
"160053 Porto Grande";5;19;4;6;-;-;34
"160055 Pracuúba";-;-;-;-;-;-;-
"160060 Santana";8;31;22;32;-;-;93
"160005 Serra do Navio";-;16;4;10;-;-;30
"160070 Tartarugalzinho";-;10;3;5;-;-;18
"160080 Vitória do Jari";-;5;1;2;-;-;8
"160000 Município ignorado - AP";-;-;-;-;-;-;-
"170025 Abreulândia";-;-;-;-;-;-;-
"170030 Aguiarnópolis";-;-;-;-;-;-;-
"170035 Aliança do Tocantins";-;-;-;-;-;-;-
"170040 Almas";-;-;-;-;-;-;-
"170070 Alvorada";7;8;3;5;-;-;23
"170100 Ananás";4;1;4;5;-;-;14
"170105 Angico";-;-;-;-;-;-;-
"170110 Aparecida do Rio Negro";-;-;-;-;-;-;-
"170130 Aragominas";-;-;-;-;-;-;-
"170190 Araguacema";3;7;4;3;-;-;17
"170200 Araguaçu";6;10;4;7;-;-;27
"170210 Araguaína";165;139;84;60;3;6;457
"170215 Araguanã";-;-;-;-;-;-;-
"170220 Araguatins";2;9;5;9;-;-;25
"170230 Arapoema";12;8;4;4;-;-;28
"170240 Arraias";10;10;7;6;-;-;33
"170255 Augustinópolis";33;21;21;18;-;-;93
"170270 Aurora do Tocantins";-;-;-;-;-;-;-
"170290 Axixá do Tocantins";-;-;-;-;-;-;-
"170300 Babaçulândia";-;-;-;-;-;-;-
"170305 Bandeirantes do Tocantins";-;-;-;-;-;-;-
"170307 Barra do Ouro";-;-;-;-;-;-;-
"170310 Barrolândia";-;-;-;-;-;-;-
"170320 Bernardo Sayão";-;-;-;-;-;-;-
"170330 Bom Jesus do Tocantins";-;-;-;-;-;-;-
"170360 Brasilândia do Tocantins";-;-;-;-;-;-;-
"170370 Brejinho de Nazaré";-;2;2;1;-;-;5
"170380 Buriti do Tocantins";-;-;-;-;-;-;-
"170382 Cachoeirinha";-;-;-;-;-;-;-
"170384 Campos Lindos";-;-;-;-;-;-;-
"170386 Cariri do Tocantins";-;-;-;-;-;-;-
"170388 Carmolândia";-;-;-;-;-;-;-
"170389 Carrasco Bonito";-;-;-;-;-;-;-
"170390 Caseara";-;-;-;-;-;-;-
"170410 Centenário";-;-;-;-;-;-;-
"170510 Chapada da Natividade";-;-;-;-;-;-;-
"170460 Chapada de Areia";-;-;-;-;-;-;-
"170550 Colinas do Tocantins";15;15;15;12;12;-;69
"171670 Colméia";2;10;4;5;-;-;21
"170555 Combinado";-;-;-;-;-;-;-
"170560 Conceição do Tocantins";-;-;-;-;-;-;-
"170600 Couto Magalhães";-;-;-;-;-;-;-
"170610 Cristalândia";2;1;2;2;-;-;7
"170625 Crixás do Tocantins";-;-;-;-;-;-;-
"170650 Darcinópolis";-;-;-;-;-;-;-
"170700 Dianópolis";12;13;7;7;-;-;39
"170710 Divinópolis do Tocantins";4;11;-;-;-;-;15
"170720 Dois Irmãos do Tocantins";-;9;-;-;-;-;9
"170730 Dueré";1;1;2;1;-;-;5
"170740 Esperantina";-;-;-;-;-;-;-
"170755 Fátima";-;-;-;-;-;-;-
"170765 Figueirópolis";-;1;3;1;-;-;5
"170770 Filadélfia";-;-;-;-;-;-;-
"170820 Formoso do Araguaia";8;15;10;5;2;-;40
"170825 Fortaleza do Tabocão";-;-;-;-;-;-;-
"170830 Goianorte";-;-;-;-;-;-;-
"170900 Goiatins";2;5;2;1;-;-;10
"170930 Guaraí";17;12;15;13;-;-;57
"170950 Gurupi";33;25;16;17;10;-;101
"170980 Ipueiras";-;-;-;-;-;-;-
"171050 Itacajá";3;9;10;5;-;-;27
"171070 Itaguatins";-;-;-;-;-;-;-
"171090 Itapiratins";-;-;-;-;-;-;-
"171110 Itaporã do Tocantins";-;-;-;-;-;-;-
"171150 Jaú do Tocantins";-;-;-;-;-;-;-
"171180 Juarina";-;-;-;-;-;-;-
"171190 Lagoa da Confusão";-;16;7;7;-;-;30
"171195 Lagoa do Tocantins";-;-;-;-;-;-;-
"171200 Lajeado";-;-;-;-;-;-;-
"171215 Lavandeira";-;-;-;-;-;-;-
"171240 Lizarda";-;-;-;-;-;-;-
"171245 Luzinópolis";-;-;-;-;-;-;-
"171250 Marianópolis do Tocantins";-;-;-;-;-;-;-
"171270 Mateiros";-;-;-;-;-;-;-
"171280 Maurilândia do Tocantins";-;-;-;-;-;-;-
"171320 Miracema do Tocantins";21;16;15;17;-;-;69
"171330 Miranorte";4;11;5;-;-;-;20
"171360 Monte do Carmo";1;2;1;1;-;-;5
"171370 Monte Santo do Tocantins";-;-;-;-;-;-;-
"171395 Muricilândia";-;-;-;-;-;-;-
"171420 Natividade";1;2;4;2;-;-;9
"171430 Nazaré";-;-;-;-;-;-;-
"171488 Nova Olinda";-;-;-;-;-;-;-
"171500 Nova Rosalândia";-;-;-;-;-;-;-
"171510 Novo Acordo";-;-;-;-;-;-;-
"171515 Novo Alegre";-;-;-;-;-;-;-
"171525 Novo Jardim";-;-;-;-;-;-;-
"171550 Oliveira de Fátima";-;-;-;-;-;-;-
"172100 Palmas";178;224;70;38;19;-;529
"171570 Palmeirante";-;-;-;-;-;-;-
"171380 Palmeiras do Tocantins";-;-;-;-;-;-;-
"171575 Palmeirópolis";-;14;3;7;-;-;24
"171610 Paraíso do Tocantins";29;28;10;17;4;-;88
"171620 Paranã";3;13;4;4;-;-;24
"171630 Pau D'Arco";-;-;-;-;-;-;-
"171650 Pedro Afonso";12;9;7;3;-;-;31
"171660 Peixe";6;19;9;6;-;6;46
"171665 Pequizeiro";-;-;-;-;-;-;-
"171700 Pindorama do Tocantins";-;2;3;1;-;-;6
"171720 Piraquê";-;-;-;-;-;-;-
"171750 Pium";2;1;1;1;-;-;5
"171780 Ponte Alta do Bom Jesus";-;-;-;-;-;-;-
"171790 Ponte Alta do Tocantins";-;3;2;2;-;-;7
"171800 Porto Alegre do Tocantins";-;-;-;-;-;-;-
"171820 Porto Nacional";56;70;14;26;7;-;173
"171830 Praia Norte";-;-;-;-;-;-;-
"171840 Presidente Kennedy";-;-;-;-;-;-;-
"171845 Pugmil";-;-;-;-;-;-;-
"171850 Recursolândia";-;-;-;-;-;-;-
"171855 Riachinho";-;-;-;-;-;-;-
"171865 Rio da Conceição";-;-;-;-;-;-;-
"171870 Rio dos Bois";-;-;-;-;-;-;-
"171875 Rio Sono";-;-;-;-;-;-;-
"171880 Sampaio";-;-;-;-;-;-;-
"171884 Sandolândia";-;-;-;-;-;-;-
"171886 Santa Fé do Araguaia";-;-;-;-;-;-;-
"171888 Santa Maria do Tocantins";-;-;-;-;-;-;-
"171889 Santa Rita do Tocantins";-;-;-;-;-;-;-
"171890 Santa Rosa do Tocantins";-;-;-;-;-;-;-
"171900 Santa Tereza do Tocantins";-;-;-;-;-;-;-
"172000 Santa Terezinha do Tocantins";-;-;-;-;-;-;-
"172010 São Bento do Tocantins";-;-;-;-;-;-;-
"172015 São Félix do Tocantins";-;-;-;-;-;-;-
"172020 São Miguel do Tocantins";-;-;-;-;-;-;-
"172025 São Salvador do Tocantins";-;-;-;-;-;-;-
"172030 São Sebastião do Tocantins";-;-;-;-;-;-;-
"172049 São Valério";-;-;-;-;-;-;-
"172065 Silvanópolis";-;14;5;-;-;-;19
"172080 Sítio Novo do Tocantins";-;-;-;-;-;-;-
"172085 Sucupira";-;-;-;-;-;-;-
"172090 Taguatinga";6;19;12;10;-;-;47
"172093 Taipas do Tocantins";-;-;-;-;-;-;-
"172097 Talismã";-;-;-;-;-;-;-
"172110 Tocantínia";-;-;-;-;-;-;-
"172120 Tocantinópolis";4;14;7;11;4;-;40
"172125 Tupirama";-;-;-;-;-;-;-
"172130 Tupiratins";-;-;-;-;-;-;-
"172208 Wanderlândia";-;-;-;-;-;-;-
"172210 Xambioá";7;7;8;6;-;-;28
"170000 Município ignorado - TO";-;-;-;-;-;-;-
"210005 Açailândia";39;32;46;18;18;-;153
"210010 Afonso Cunha";1;12;3;4;-;-;20
"210015 Água Doce do Maranhão";-;-;-;-;-;-;-
"210020 Alcântara";6;8;5;5;-;-;24
"210030 Aldeias Altas";8;8;5;4;-;-;25
"210040 Altamira do Maranhão";-;-;-;-;-;-;-
"210043 Alto Alegre do Maranhão";2;24;12;10;-;-;48
"210047 Alto Alegre do Pindaré";5;18;5;6;-;-;34
"210050 Alto Parnaíba";-;22;-;-;-;-;22
"210055 Amapá do Maranhão";-;8;3;-;-;-;11
"210060 Amarante do Maranhão";12;24;15;14;11;-;76
"210070 Anajatuba";2;12;6;5;2;-;27
"210080 Anapurus";2;5;4;5;-;-;16
"210083 Apicum-Açu";2;6;3;4;-;-;15
"210087 Araguanã";4;7;3;3;-;-;17
"210090 Araioses";20;55;19;23;-;-;117
"210095 Arame";11;19;9;19;-;-;58
"210100 Arari";10;13;11;14;-;-;48
"210110 Axixá";4;11;4;6;-;-;25
"210120 Bacabal";91;75;25;22;-;-;213
"210125 Bacabeira";2;10;6;6;-;-;24
"210130 Bacuri";3;12;3;5;-;-;23
"210135 Bacurituba";-;-;-;-;-;-;-
"210140 Balsas";30;63;24;15;10;-;142
"210150 Barão de Grajaú";6;8;5;12;-;-;31
"210160 Barra do Corda";43;32;26;22;-;-;123
"210170 Barreirinhas";22;15;6;4;-;-;47
"210177 Bela Vista do Maranhão";2;6;3;4;-;-;15
"210173 Belágua";-;8;-;4;-;-;12
"210180 Benedito Leite";-;9;5;6;-;-;20
"210190 Bequimão";4;7;3;4;-;-;18
"210193 Bernardo do Mearim";3;6;3;3;-;-;15
"210197 Boa Vista do Gurupi";2;7;3;3;-;-;15
"210200 Bom Jardim";7;11;8;8;2;-;36
"210203 Bom Jesus das Selvas";3;9;7;6;-;-;25
"210207 Bom Lugar";-;-;-;-;-;-;-
"210210 Brejo";6;14;9;8;-;-;37
"210215 Brejo de Areia";-;-;-;-;-;-;-
"210220 Buriti";4;10;2;10;-;-;26
"210230 Buriti Bravo";4;27;4;9;-;-;44
"210232 Buriticupu";24;14;28;14;4;-;84
"210235 Buritirana";-;-;-;-;-;-;-
"210237 Cachoeira Grande";-;-;-;-;-;-;-
"210240 Cajapió";1;10;5;3;-;-;19
"210250 Cajari";5;7;5;3;-;-;20
"210255 Campestre do Maranhão";1;15;2;3;-;-;21
"210260 Cândido Mendes";2;4;2;2;-;-;10
"210270 Cantanhede";12;16;13;18;-;-;59
"210275 Capinzal do Norte";3;3;3;3;-;-;12
"210280 Carolina";4;7;8;11;-;-;30
"210290 Carutapera";9;17;6;6;-;-;38
"210300 Caxias";102;107;48;45;5;-;307
"210310 Cedral";7;4;1;3;-;-;15
"210312 Central do Maranhão";-;12;3;-;-;-;15
"210315 Centro do Guilherme";-;-;-;-;-;-;-
"210317 Centro Novo do Maranhão";-;-;-;-;-;-;-
"210320 Chapadinha";52;37;16;20;-;-;125
"210325 Cidelândia";5;5;5;6;-;-;21
"210330 Codó";25;30;21;16;8;-;100
"210340 Coelho Neto";17;36;10;37;-;-;100
"210350 Colinas";14;40;18;18;-;-;90
"210355 Conceição do Lago-Açu";-;8;3;4;-;-;15
"210360 Coroatá";18;31;17;10;-;-;76
"210370 Cururupu";36;32;16;19;-;-;103
"210375 Davinópolis";-;7;3;4;-;-;14
"210380 Dom Pedro";11;9;6;3;-;-;29
"210390 Duque Bacelar";-;10;6;10;-;-;26
"210400 Esperantinópolis";8;16;10;10;-;-;44
"210405 Estreito";5;24;16;8;-;-;53
"210407 Feira Nova do Maranhão";5;3;9;3;-;-;20
"210408 Fernando Falcão";-;10;4;4;-;-;18
"210409 Formosa da Serra Negra";2;4;3;4;-;-;13
"210410 Fortaleza dos Nogueiras";6;8;9;8;-;-;31
"210420 Fortuna";2;6;5;4;-;-;17
"210430 Godofredo Viana";-;-;-;-;-;-;-
"210440 Gonçalves Dias";4;10;8;7;-;-;29
"210450 Governador Archer";2;12;6;4;-;-;24
"210455 Governador Edison Lobão";-;16;-;7;-;-;23
"210460 Governador Eugênio Barros";5;11;8;6;-;-;30
"210462 Governador Luiz Rocha";3;7;5;5;-;-;20
"210465 Governador Newton Bello";4;8;3;3;1;-;19
"210467 Governador Nunes Freire";36;60;64;40;-;-;200
"210470 Graça Aranha";2;9;4;3;-;-;18
"210480 Grajaú";51;64;13;57;1;-;186
"210490 Guimarães";8;18;4;2;-;-;32
"210500 Humberto de Campos";6;9;8;7;-;-;30
"210510 Icatu";5;10;10;5;-;-;30
"210515 Igarapé do Meio";2;20;6;9;-;-;37
"210520 Igarapé Grande";2;20;6;9;-;-;37
"210530 Imperatriz";185;240;80;83;8;1;597
"210535 Itaipava do Grajaú";2;14;6;3;-;-;25
"210540 Itapecuru Mirim";2;10;47;10;-;-;69
"210542 Itinga do Maranhão";18;18;18;22;-;-;76
"210545 Jatobá";6;4;3;3;-;-;16
"210547 Jenipapo dos Vieiras";2;6;4;5;-;-;17
"210550 João Lisboa";19;20;6;13;2;-;60
"210560 Joselândia";3;10;6;3;-;-;22
"210565 Junco do Maranhão";-;3;-;-;-;-;3
"210570 Lago da Pedra";19;30;24;25;-;-;98
"210580 Lago do Junco";4;8;4;4;-;-;20
"210594 Lago dos Rodrigues";6;6;4;4;-;-;20
"210590 Lago Verde";6;18;10;11;-;-;45
"210592 Lagoa do Mato";-;12;5;5;-;-;22
"210596 Lagoa Grande do Maranhão";2;10;3;4;-;-;19
"210598 Lajeado Novo";-;-;-;-;-;-;-
"210600 Lima Campos";10;13;10;5;-;-;38
"210610 Loreto";2;9;4;5;-;-;20
"210620 Luís Domingues";-;8;1;-;-;-;9
"210630 Magalhães de Almeida";6;8;3;3;-;-;20
"210632 Maracaçumé";-;8;3;-;-;-;11
"210635 Marajá do Sena";-;-;-;-;-;-;-
"210637 Maranhãozinho";-;12;3;3;-;-;18
"210640 Mata Roma";4;8;5;6;-;-;23
"210650 Matinha";5;6;3;3;-;-;17
"210660 Matões";7;28;8;7;-;-;50
"210663 Matões do Norte";-;-;-;-;-;-;-
"210667 Milagres do Maranhão";1;3;2;3;-;-;9
"210670 Mirador";4;10;3;3;-;-;20
"210675 Miranda do Norte";12;15;10;7;-;-;44
"210680 Mirinzal";2;12;5;3;-;-;22
"210690 Monção";20;14;8;10;-;-;52
"210700 Montes Altos";-;15;-;9;-;-;24
"210710 Morros";6;8;3;3;-;-;20
"210720 Nina Rodrigues";-;5;5;5;-;-;15
"210725 Nova Colinas";-;6;4;4;-;-;14
"210730 Nova Iorque";-;8;3;4;-;-;15
"210735 Nova Olinda do Maranhão";3;18;6;10;-;-;37
"210740 Olho d'Água das Cunhãs";7;6;3;4;-;-;20
"210745 Olinda Nova do Maranhão";8;16;8;10;-;-;42
"210750 Paço do Lumiar";-;11;-;6;-;-;17
"210760 Palmeirândia";7;12;10;7;-;-;36
"210770 Paraibano";8;27;6;7;-;-;48
"210780 Parnarama";9;22;12;8;-;-;51
"210790 Passagem Franca";18;61;15;17;5;-;116
"210800 Pastos Bons";4;7;5;7;-;-;23
"210805 Paulino Neves";6;6;4;4;-;-;20
"210810 Paulo Ramos";6;17;6;6;-;-;35
"210820 Pedreiras";14;28;20;22;4;-;88
"210825 Pedro do Rosário";4;14;9;7;-;-;34
"210830 Penalva";16;18;11;16;2;-;63
"210840 Peri Mirim";4;14;3;6;-;-;27
"210845 Peritoró";27;21;-;4;-;-;52
"210850 Pindaré-Mirim";10;17;6;6;1;-;40
"210860 Pinheiro";113;67;23;37;-;-;240
"210870 Pio XII";6;9;11;9;-;-;35
"210880 Pirapemas";6;6;3;4;-;-;19
"210890 Poção de Pedras";5;23;3;6;-;-;37
"210900 Porto Franco";18;28;16;13;-;-;75
"210905 Porto Rico do Maranhão";-;12;8;8;-;-;28
"210910 Presidente Dutra";86;60;26;14;4;-;190
"210920 Presidente Juscelino";-;8;3;4;-;-;15
"210923 Presidente Médici";-;-;-;-;-;-;-
"210927 Presidente Sarney";2;6;3;4;-;-;15
"210930 Presidente Vargas";-;9;5;8;-;-;22
"210940 Primeira Cruz";5;7;4;3;-;-;19
"210945 Raposa";-;5;4;4;-;19;32
"210950 Riachão";10;28;6;7;-;-;51
"210955 Ribamar Fiquene";-;15;-;5;-;-;20
"210960 Rosário";28;27;23;35;-;-;113
"210970 Sambaíba";-;8;4;5;-;-;17
"210975 Santa Filomena do Maranhão";-;10;2;5;-;-;17
"210980 Santa Helena";11;16;6;23;2;-;58
"210990 Santa Inês";93;55;17;38;10;-;213
"211000 Santa Luzia";11;34;17;24;-;-;86
"211003 Santa Luzia do Paruá";13;37;14;14;-;-;78
"211010 Santa Quitéria do Maranhão";6;21;8;7;-;-;42
"211020 Santa Rita";8;15;5;5;2;-;35
"211023 Santana do Maranhão";2;8;3;3;-;-;16
"211027 Santo Amaro do Maranhão";1;10;5;4;-;-;20
"211030 Santo Antônio dos Lopes";7;12;6;5;-;-;30
"211040 São Benedito do Rio Preto";8;12;6;6;-;-;32
"211050 São Bento";11;17;11;7;4;-;50
"211060 São Bernardo";4;8;12;3;-;-;27
"211065 São Domingos do Azeitão";3;8;4;5;-;-;20
"211070 São Domingos do Maranhão";9;11;4;7;-;-;31
"211080 São Félix de Balsas";6;5;3;6;-;-;20
"211085 São Francisco do Brejão";3;9;4;8;-;-;24
"211090 São Francisco do Maranhão";3;12;2;6;-;-;23
"211100 São João Batista";10;15;15;10;-;-;50
"211102 São João do Carú";4;6;3;6;-;-;19
"211105 São João do Paraíso";4;8;4;4;-;-;20
"211107 São João do Soter";4;5;6;4;-;-;19
"211110 São João dos Patos";3;25;5;10;9;-;52
"211120 São José de Ribamar";10;19;38;5;-;-;72
"211125 São José dos Basílios";3;5;2;3;-;-;13
"211130 São Luís";812;791;308;336;653;118;3018
"211140 São Luís Gonzaga do Maranhão";6;7;7;9;-;-;29
"211150 São Mateus do Maranhão";-;32;5;11;4;-;52
"211153 São Pedro da Água Branca";6;8;6;6;-;-;26
"211157 São Pedro dos Crentes";2;9;3;4;-;-;18
"211160 São Raimundo das Mangabeiras";3;25;4;5;-;-;37
"211163 São Raimundo do Doca Bezerra";-;9;3;-;-;-;12
"211167 São Roberto";-;-;-;-;-;-;-
"211170 São Vicente Ferrer";9;25;6;10;6;-;56
"211172 Satubinha";6;16;6;-;-;-;28
"211174 Senador Alexandre Costa";2;23;5;5;-;-;35
"211176 Senador La Rocque";-;-;-;-;-;-;-
"211178 Serrano do Maranhão";-;-;-;-;-;-;-
"211180 Sítio Novo";8;11;7;4;-;-;30
"211190 Sucupira do Norte";3;10;5;4;-;-;22
"211195 Sucupira do Riachão";6;4;3;3;-;-;16
"211200 Tasso Fragoso";4;5;3;4;-;-;16
"211210 Timbiras";14;16;8;10;-;-;48
"211220 Timon";20;53;20;30;-;-;123
"211223 Trizidela do Vale";7;10;5;7;-;-;29
"211227 Tufilândia";1;12;3;3;-;-;19
"211230 Tuntum";13;15;11;11;-;-;50
"211240 Turiaçu";12;33;7;-;-;-;52
"211245 Turilândia";-;-;-;-;-;-;-
"211250 Tutóia";6;14;9;8;-;-;37
"211260 Urbano Santos";4;15;11;7;-;-;37
"211270 Vargem Grande";4;22;8;8;-;-;42
"211280 Viana";12;11;30;20;1;-;74
"211285 Vila Nova dos Martírios";-;9;6;6;-;-;21
"211290 Vitória do Mearim";5;20;11;10;-;-;46
"211300 Vitorino Freire";5;17;16;6;-;-;44
"211400 Zé Doca";10;20;10;11;-;-;51
"210000 Município ignorado - MA";-;-;-;-;-;-;-
"220005 Acauã";-;-;-;-;-;-;-
"220010 Agricolândia";-;8;-;7;-;-;15
"220020 Água Branca";1;10;4;4;1;-;20
"220025 Alagoinha do Piauí";-;3;3;6;-;-;12
"220027 Alegrete do Piauí";-;-;-;-;-;-;-
"220030 Alto Longá";-;9;-;5;-;-;14
"220040 Altos";2;23;4;8;-;-;37
"220045 Alvorada do Gurguéia";-;-;-;-;-;-;-
"220050 Amarante";6;27;3;7;2;-;45
"220060 Angical do Piauí";-;6;-;5;-;-;11
"220070 Anísio de Abreu";-;4;6;-;-;-;10
"220080 Antônio Almeida";-;-;-;-;-;-;-
"220090 Aroazes";-;2;2;2;-;-;6
"220095 Aroeiras do Itaim";-;-;-;-;-;-;-
"220100 Arraial";-;4;-;-;-;-;4
"220105 Assunção do Piauí";-;-;-;-;-;-;-
"220110 Avelino Lopes";3;7;3;5;-;-;18
"220115 Baixa Grande do Ribeiro";3;6;-;2;-;-;11
"220117 Barra D'Alcântara";-;-;-;-;-;-;-
"220120 Barras";15;20;14;19;2;-;70
"220130 Barreiras do Piauí";-;-;-;-;-;-;-
"220140 Barro Duro";5;8;5;7;-;-;25
"220150 Batalha";-;12;3;8;-;-;23
"220155 Bela Vista do Piauí";-;-;-;-;-;-;-
"220157 Belém do Piauí";-;-;-;-;-;-;-
"220160 Beneditinos";-;9;1;5;-;-;15
"220170 Bertolínia";-;4;-;-;-;-;4
"220173 Betânia do Piauí";-;-;-;-;-;-;-
"220177 Boa Hora";-;-;-;-;-;-;-
"220180 Bocaina";-;6;8;7;-;-;21
"220190 Bom Jesus";10;17;12;9;2;-;50
"220191 Bom Princípio do Piauí";-;2;-;4;-;-;6
"220192 Bonfim do Piauí";-;-;-;-;-;-;-
"220194 Boqueirão do Piauí";-;-;-;-;-;-;-
"220196 Brasileira";-;5;2;3;-;-;10
"220198 Brejo do Piauí";-;-;-;-;-;-;-
"220200 Buriti dos Lopes";-;30;2;8;-;-;40
"220202 Buriti dos Montes";-;4;4;8;-;-;16
"220205 Cabeceiras do Piauí";-;-;-;-;-;-;-
"220207 Cajazeiras do Piauí";-;-;-;-;-;-;-
"220208 Cajueiro da Praia";-;-;-;-;-;-;-
"220209 Caldeirão Grande do Piauí";-;-;-;-;-;-;-
"220210 Campinas do Piauí";-;-;-;-;-;-;-
"220211 Campo Alegre do Fidalgo";-;-;-;-;-;-;-
"220213 Campo Grande do Piauí";-;-;-;-;-;-;-
"220217 Campo Largo do Piauí";-;-;-;-;-;-;-
"220220 Campo Maior";44;72;33;41;-;-;190
"220225 Canavieira";-;4;-;-;-;-;4
"220230 Canto do Buriti";6;7;5;3;2;-;23
"220240 Capitão de Campos";-;4;3;2;-;-;9
"220245 Capitão Gervásio Oliveira";-;-;-;-;-;-;-
"220250 Caracol";-;5;2;4;-;-;11
"220253 Caraúbas do Piauí";-;-;-;-;-;-;-
"220255 Caridade do Piauí";-;-;-;-;-;-;-
"220260 Castelo do Piauí";2;21;9;6;-;-;38
"220265 Caxingó";-;-;-;-;-;-;-
"220270 Cocal";-;17;-;6;-;-;23
"220271 Cocal de Telha";-;-;-;-;-;-;-
"220272 Cocal dos Alves";-;-;-;-;-;-;-
"220273 Coivaras";-;-;-;-;-;-;-
"220275 Colônia do Gurguéia";-;-;-;-;-;-;-
"220277 Colônia do Piauí";1;2;2;2;-;-;7
"220280 Conceição do Canindé";-;20;10;15;-;-;45
"220285 Coronel José Dias";-;-;-;-;-;-;-
"220290 Corrente";9;8;13;11;4;-;45
"220300 Cristalândia do Piauí";1;5;5;2;-;-;13
"220310 Cristino Castro";-;16;-;5;-;-;21
"220320 Curimatá";4;15;8;6;1;-;34
"220323 Currais";-;-;-;-;-;-;-
"220327 Curral Novo do Piauí";-;-;-;-;-;-;-
"220325 Curralinhos";-;-;-;-;-;-;-
"220330 Demerval Lobão";6;10;8;-;-;-;24
"220335 Dirceu Arcoverde";-;3;-;4;-;-;7
"220340 Dom Expedito Lopes";-;-;-;-;-;-;-
"220345 Dom Inocêncio";-;-;-;-;-;-;-
"220342 Domingos Mourão";-;-;-;-;-;-;-
"220350 Elesbão Veloso";5;15;6;8;-;-;34
"220360 Eliseu Martins";-;8;-;-;-;-;8
"220370 Esperantina";14;22;10;9;-;-;55
"220375 Fartura do Piauí";-;-;-;-;-;-;-
"220380 Flores do Piauí";-;2;-;-;-;-;2
"220385 Floresta do Piauí";-;-;-;-;-;-;-
"220390 Floriano";54;73;45;11;18;-;201
"220400 Francinópolis";-;6;3;5;-;-;14
"220410 Francisco Ayres";-;4;-;-;-;-;4
"220415 Francisco Macedo";-;-;-;-;-;-;-
"220420 Francisco Santos";-;6;3;5;-;-;14
"220430 Fronteiras";1;13;5;6;-;-;25
"220435 Geminiano";-;-;-;-;-;-;-
"220440 Gilbués";-;4;2;3;-;-;9
"220450 Guadalupe";6;7;10;7;2;-;32
"220455 Guaribas";-;-;-;-;-;-;-
"220460 Hugo Napoleão";-;-;-;-;-;-;-
"220465 Ilha Grande";-;-;-;-;-;-;-
"220470 Inhuma";-;6;3;2;-;-;11
"220480 Ipiranga do Piauí";-;6;3;4;2;-;15
"220490 Isaías Coelho";2;10;5;3;-;-;20
"220500 Itainópolis";3;10;2;6;-;-;21
"220510 Itaueira";4;4;5;13;-;-;26
"220515 Jacobina do Piauí";-;-;-;-;-;-;-
"220520 Jaicós";3;20;3;5;-;-;31
"220525 Jardim do Mulato";-;-;-;-;-;-;-
"220527 Jatobá do Piauí";-;-;-;-;-;-;-
"220530 Jerumenha";-;7;-;-;-;-;7
"220535 João Costa";-;-;-;-;-;-;-
"220540 Joaquim Pires";2;6;3;6;-;-;17
"220545 Joca Marques";-;3;1;2;-;-;6
"220550 José de Freitas";-;16;4;4;-;-;24
"220551 Juazeiro do Piauí";-;-;-;-;-;-;-
"220552 Júlio Borges";-;-;-;-;-;-;-
"220553 Jurema";-;10;-;3;-;-;13
"220555 Lagoa Alegre";-;6;-;4;-;-;10
"220557 Lagoa de São Francisco";-;-;-;-;-;-;-
"220556 Lagoa do Barro do Piauí";-;-;-;-;-;-;-
"220558 Lagoa do Piauí";-;-;-;-;-;-;-
"220559 Lagoa do Sítio";-;-;-;-;-;-;-
"220554 Lagoinha do Piauí";-;-;-;-;-;-;-
"220560 Landri Sales";1;7;-;-;-;-;8
"220570 Luís Correia";-;35;-;8;-;-;43
"220580 Luzilândia";14;12;6;6;-;-;38
"220585 Madeiro";-;4;2;1;-;-;7
"220590 Manoel Emídio";2;3;4;2;-;-;11
"220595 Marcolândia";8;16;8;6;-;-;38
