"Município";"Cirúrgicos";"Clínicos";"Obstétrico";"Pediátrico";"Outras Especialidades";"Hospital/DIA";"Total"
"270580 Olho d'Água do Casado";-;-;-;-;-;-;-
"270590 Olho d'Água Grande";-;-;-;-;-;-;-
"270600 Olivença";-;-;-;-;-;-;-
"270610 Ouro Branco";-;-;-;-;-;-;-
"270620 Palestina";-;-;-;-;-;-;-
"270630 Palmeira dos Índios";3;4;7;2;-;-;16
"270640 Pão de Açúcar";-;-;-;-;-;-;-
"270642 Pariconha";-;-;-;-;-;-;-
"270644 Paripueira";-;-;-;-;-;-;-
"270650 Passo de Camaragibe";-;-;-;-;-;-;-
"270660 Paulo Jacinto";-;-;-;-;-;-;-
"270670 Penedo";6;5;3;-;-;-;14
"270680 Piaçabuçu";-;-;-;-;-;-;-
"270690 Pilar";-;-;-;-;-;-;-
"270700 Pindoba";-;-;-;-;-;-;-
"270710 Piranhas";-;-;-;-;-;-;-
"270720 Poço das Trincheiras";-;-;-;-;-;-;-
"270730 Porto Calvo";-;-;-;-;-;-;-
"270740 Porto de Pedras";-;-;-;-;-;-;-
"270750 Porto Real do Colégio";-;-;-;-;-;-;-
"270760 Quebrangulo";-;-;-;-;-;-;-
"270770 Rio Largo";-;-;-;-;16;24;40
"270780 Roteiro";-;-;-;-;-;-;-
"270790 Santa Luzia do Norte";-;-;-;-;-;-;-
"270800 Santana do Ipanema";1;2;3;-;-;-;6
"270810 Santana do Mundaú";-;-;-;-;-;-;-
"270820 São Brás";-;-;-;-;-;-;-
"270830 São José da Laje";-;-;-;-;-;-;-
"270840 São José da Tapera";-;-;-;-;-;-;-
"270850 São Luís do Quitunde";-;-;-;-;-;-;-
"270860 São Miguel dos Campos";2;2;4;-;-;-;8
"270870 São Miguel dos Milagres";-;-;-;-;-;-;-
"270880 São Sebastião";-;-;-;-;-;-;-
"270890 Satuba";-;-;-;-;-;-;-
"270895 Senador Rui Palmeira";-;-;-;-;-;-;-
"270900 Tanque d'Arca";-;-;-;-;-;-;-
"270910 Taquarana";-;-;-;-;-;-;-
"270915 Teotônio Vilela";-;-;-;-;-;-;-
"270920 Traipu";-;-;-;-;-;-;-
"270930 União dos Palmares";-;4;-;-;-;-;4
"270940 Viçosa";-;-;-;-;-;-;-
"270000 Município ignorado - AL";-;-;-;-;-;-;-
"280010 Amparo de São Francisco";-;-;-;-;-;-;-
"280020 Aquidabã";-;-;-;-;-;-;-
"280030 Aracaju";306;230;103;58;60;43;800
"280040 Arauá";-;-;-;-;-;-;-
"280050 Areia Branca";-;-;-;-;-;-;-
"280060 Barra dos Coqueiros";-;-;-;-;-;-;-
"280067 Boquim";-;-;-;-;-;-;-
"280070 Brejo Grande";-;-;-;-;-;-;-
"280100 Campo do Brito";-;-;-;-;-;-;-
"280110 Canhoba";-;-;-;-;-;-;-
"280120 Canindé de São Francisco";-;-;-;-;-;-;-
"280130 Capela";-;-;-;-;-;-;-
"280140 Carira";-;-;-;-;-;-;-
"280150 Carmópolis";-;-;-;-;-;-;-
"280160 Cedro de São João";-;-;-;-;-;-;-
"280170 Cristinápolis";-;-;-;-;-;-;-
"280190 Cumbe";-;-;-;-;-;-;-
"280200 Divina Pastora";-;-;-;-;-;-;-
"280210 Estância";5;-;6;-;-;-;11
"280220 Feira Nova";-;-;-;-;-;-;-
"280230 Frei Paulo";-;-;-;-;-;-;-
"280240 Gararu";-;-;-;-;-;-;-
"280250 General Maynard";-;-;-;-;-;-;-
"280260 Gracho Cardoso";-;-;-;-;-;-;-
"280270 Ilha das Flores";-;-;-;-;-;-;-
"280280 Indiaroba";-;-;-;-;-;-;-
"280290 Itabaiana";23;1;4;1;-;-;29
"280300 Itabaianinha";-;-;-;-;-;-;-
"280310 Itabi";-;-;-;-;-;-;-
"280320 Itaporanga d'Ajuda";-;-;-;-;-;-;-
"280330 Japaratuba";-;-;-;-;-;-;-
"280340 Japoatã";-;-;-;-;-;-;-
"280350 Lagarto";15;-;-;-;-;1;16
"280360 Laranjeiras";-;-;-;-;-;-;-
"280370 Macambira";-;-;-;-;-;-;-
"280380 Malhada dos Bois";-;-;-;-;-;-;-
"280390 Malhador";-;-;-;-;-;-;-
"280400 Maruim";-;-;-;-;-;-;-
"280410 Moita Bonita";-;-;-;-;-;-;-
"280420 Monte Alegre de Sergipe";-;-;-;-;-;-;-
"280430 Muribeca";-;-;-;-;-;-;-
"280440 Neópolis";-;-;-;-;-;-;-
"280445 Nossa Senhora Aparecida";-;-;-;-;-;-;-
"280450 Nossa Senhora da Glória";-;-;-;-;-;-;-
"280460 Nossa Senhora das Dores";-;-;-;-;-;-;-
"280470 Nossa Senhora de Lourdes";-;-;-;-;-;-;-
"280480 Nossa Senhora do Socorro";-;-;-;-;-;-;-
"280490 Pacatuba";-;-;-;-;-;-;-
"280500 Pedra Mole";-;-;-;-;-;-;-
"280510 Pedrinhas";-;-;-;-;-;-;-
"280520 Pinhão";-;-;-;-;-;-;-
"280530 Pirambu";-;-;-;-;-;-;-
"280540 Poço Redondo";-;-;-;-;-;-;-
"280550 Poço Verde";-;-;-;-;-;-;-
"280560 Porto da Folha";-;-;-;-;-;-;-
"280570 Propriá";-;-;-;-;-;-;-
"280580 Riachão do Dantas";-;-;-;-;-;-;-
"280590 Riachuelo";-;-;-;-;-;-;-
"280600 Ribeirópolis";-;-;-;-;-;-;-
"280610 Rosário do Catete";-;-;-;-;-;-;-
"280620 Salgado";-;-;-;-;-;-;-
"280630 Santa Luzia do Itanhy";-;-;-;-;-;-;-
"280650 Santa Rosa de Lima";-;-;-;-;-;-;-
"280640 Santana do São Francisco";-;-;-;-;-;-;-
"280660 Santo Amaro das Brotas";-;-;-;-;-;-;-
"280670 São Cristóvão";-;1;-;-;-;-;1
"280680 São Domingos";-;-;-;-;-;-;-
"280690 São Francisco";-;-;-;-;-;-;-
"280700 São Miguel do Aleixo";-;-;-;-;-;-;-
"280710 Simão Dias";-;-;-;-;-;-;-
"280720 Siriri";-;-;-;-;-;-;-
"280730 Telha";-;-;-;-;-;-;-
"280740 Tobias Barreto";-;-;-;-;-;-;-
"280750 Tomar do Geru";-;-;-;-;-;-;-
"280760 Umbaúba";-;4;-;-;-;-;4
"280000 Município ignorado - SE";-;-;-;-;-;-;-
"290010 Abaíra";-;-;-;-;-;-;-
"290020 Abaré";-;-;-;-;-;-;-
"290030 Acajutiba";-;-;-;-;-;-;-
"290035 Adustina";-;-;-;-;-;-;-
"290040 Água Fria";-;-;-;-;-;-;-
"290060 Aiquara";-;-;-;-;-;-;-
"290070 Alagoinhas";32;12;2;18;-;6;70
"290080 Alcobaça";3;3;-;2;-;-;8
"290090 Almadina";-;-;-;-;-;-;-
"290100 Amargosa";-;-;-;-;-;-;-
"290110 Amélia Rodrigues";-;-;-;-;-;-;-
"290115 América Dourada";-;-;-;-;-;-;-
"290120 Anagé";-;-;-;-;-;-;-
"290130 Andaraí";-;-;-;-;-;-;-
"290135 Andorinha";-;1;-;-;-;-;1
"290140 Angical";-;-;-;-;-;-;-
"290150 Anguera";-;-;-;-;-;-;-
"290160 Antas";-;-;-;-;-;-;-
"290170 Antônio Cardoso";-;-;-;-;-;-;-
"290180 Antônio Gonçalves";-;-;-;-;-;-;-
"290190 Aporá";-;-;-;-;-;-;-
"290195 Apuarema";-;-;-;-;-;-;-
"290205 Araças";-;-;-;-;-;-;-
"290200 Aracatu";3;5;-;-;-;-;8
"290210 Araci";-;-;-;-;-;-;-
"290220 Aramari";-;-;-;-;-;-;-
"290225 Arataca";-;-;-;-;-;-;-
"290230 Aratuípe";-;-;-;-;-;-;-
"290240 Aurelino Leal";-;-;-;-;-;-;-
"290250 Baianópolis";-;-;-;-;-;-;-
"290260 Baixa Grande";-;-;-;-;-;-;-
"290265 Banzaê";-;-;-;-;-;-;-
"290270 Barra";-;1;-;-;-;-;1
"290280 Barra da Estiva";-;-;3;14;-;-;17
"290290 Barra do Choça";-;-;-;-;-;-;-
"290300 Barra do Mendes";-;-;-;-;-;-;-
"290310 Barra do Rocha";-;-;-;-;-;-;-
"290320 Barreiras";26;30;13;7;-;2;78
"290323 Barro Alto";-;1;-;-;-;-;1
"290330 Barro Preto";-;-;-;-;-;-;-
"290327 Barrocas";-;-;-;-;-;-;-
"290340 Belmonte";-;-;-;-;-;-;-
"290350 Belo Campo";-;-;-;-;-;-;-
"290360 Biritinga";-;-;-;-;-;-;-
"290370 Boa Nova";-;-;-;-;-;-;-
"290380 Boa Vista do Tupim";-;-;-;-;-;-;-
"290390 Bom Jesus da Lapa";-;-;-;-;-;-;-
"290395 Bom Jesus da Serra";-;14;-;-;-;-;14
"290400 Boninal";-;-;-;-;-;-;-
"290405 Bonito";-;-;-;-;-;-;-
"290410 Boquira";-;-;-;-;-;-;-
"290420 Botuporã";-;-;-;-;-;-;-
"290430 Brejões";-;-;-;-;-;-;-
"290440 Brejolândia";-;-;-;-;-;-;-
"290450 Brotas de Macaúbas";-;-;-;-;-;-;-
"290460 Brumado";5;4;3;-;-;-;12
"290470 Buerarema";-;-;-;-;-;-;-
"290475 Buritirama";-;-;-;-;-;-;-
"290480 Caatiba";-;-;-;-;-;-;-
"290485 Cabaceiras do Paraguaçu";-;-;-;-;-;-;-
"290490 Cachoeira";-;-;-;-;-;-;-
"290500 Caculé";1;1;-;-;-;-;2
"290510 Caém";-;-;-;-;-;-;-
"290515 Caetanos";-;-;-;-;-;-;-
"290520 Caetité";10;4;6;2;-;-;22
"290530 Cafarnaum";-;-;-;-;-;-;-
"290540 Cairu";-;-;-;-;-;-;-
"290550 Caldeirão Grande";-;-;-;-;-;-;-
"290560 Camacan";-;4;-;-;-;-;4
"290570 Camaçari";33;114;10;3;26;-;186
"290580 Camamu";-;-;-;-;-;-;-
"290590 Campo Alegre de Lourdes";4;17;10;10;-;-;41
"290600 Campo Formoso";3;2;2;4;-;-;11
"290610 Canápolis";-;-;-;-;-;-;-
"290620 Canarana";-;-;-;-;-;-;-
"290630 Canavieiras";2;2;2;4;-;-;10
"290640 Candeal";-;-;-;-;-;-;-
"290650 Candeias";9;14;10;-;-;11;44
"290660 Candiba";-;-;-;-;-;-;-
"290670 Cândido Sales";-;-;-;-;-;-;-
"290680 Cansanção";-;-;-;-;-;-;-
"290682 Canudos";-;-;-;-;-;-;-
"290685 Capela do Alto Alegre";-;-;-;-;-;-;-
"290687 Capim Grosso";-;-;-;-;-;-;-
"290689 Caraíbas";-;-;-;-;-;-;-
"290690 Caravelas";-;-;-;-;-;-;-
"290700 Cardeal da Silva";-;-;-;-;-;-;-
"290710 Carinhanha";-;-;-;-;-;-;-
"290720 Casa Nova";-;-;-;-;-;-;-
"290730 Castro Alves";-;-;-;-;-;-;-
"290740 Catolândia";-;-;-;-;-;-;-
"290750 Catu";13;12;10;4;-;15;54
"290755 Caturama";-;-;-;-;-;-;-
"290760 Central";-;-;-;-;-;-;-
"290770 Chorrochó";-;-;-;-;-;-;-
"290780 Cícero Dantas";3;-;-;-;-;-;3
"290790 Cipó";-;-;-;-;-;-;-
"290800 Coaraci";-;-;-;-;-;-;-
"290810 Cocos";-;-;-;-;-;-;-
"290820 Conceição da Feira";-;-;-;-;-;-;-
"290830 Conceição do Almeida";-;-;-;-;-;-;-
"290840 Conceição do Coité";16;16;12;51;-;-;95
"290850 Conceição do Jacuípe";11;18;10;10;10;-;59
"290860 Conde";-;-;-;-;-;-;-
"290870 Condeúba";-;-;-;-;-;-;-
"290880 Contendas do Sincorá";-;-;-;-;-;-;-
"290890 Coração de Maria";-;-;-;-;-;-;-
"290900 Cordeiros";-;-;-;-;-;-;-
"290910 Coribe";-;-;-;-;-;-;-
"290920 Coronel João Sá";-;-;-;-;-;-;-
"290930 Correntina";-;-;-;-;-;-;-
"290940 Cotegipe";-;-;-;-;-;-;-
"290950 Cravolândia";-;-;-;-;-;-;-
"290960 Crisópolis";-;-;-;-;-;-;-
"290970 Cristópolis";-;-;-;-;-;-;-
"290980 Cruz das Almas";4;4;-;-;-;2;10
"290990 Curaçá";-;-;-;-;-;-;-
"291000 Dário Meira";-;-;-;-;-;-;-
"291005 Dias d'Ávila";16;8;8;-;-;-;32
"291010 Dom Basílio";-;-;-;-;-;-;-
"291020 Dom Macedo Costa";-;-;-;-;-;-;-
"291030 Elísio Medrado";-;-;-;-;-;-;-
"291040 Encruzilhada";-;-;-;-;-;-;-
"291050 Entre Rios";-;-;-;-;-;-;-
"290050 Érico Cardoso";-;-;-;-;-;-;-
"291060 Esplanada";-;-;-;-;-;-;-
"291070 Euclides da Cunha";-;-;-;-;-;-;-
"291072 Eunápolis";33;31;27;34;-;9;134
"291075 Fátima";-;-;-;-;-;-;-
"291077 Feira da Mata";-;-;-;-;-;-;-
"291080 Feira de Santana";175;126;48;51;-;12;412
"291085 Filadélfia";-;-;-;-;-;-;-
"291090 Firmino Alves";-;-;-;-;-;-;-
"291100 Floresta Azul";-;-;-;-;-;-;-
"291110 Formosa do Rio Preto";-;-;-;-;-;-;-
"291120 Gandu";1;1;1;1;-;-;4
"291125 Gavião";-;-;-;-;-;-;-
"291130 Gentio do Ouro";-;-;-;-;-;-;-
"291140 Glória";-;-;-;-;-;-;-
"291150 Gongogi";-;-;-;-;-;-;-
"291160 Governador Mangabeira";-;-;-;-;40;-;40
"291165 Guajeru";-;-;-;-;-;-;-
"291170 Guanambi";24;10;3;9;-;-;46
"291180 Guaratinga";-;-;-;-;-;-;-
"291185 Heliópolis";-;-;-;-;-;-;-
"291190 Iaçu";-;-;-;-;-;-;-
"291200 Ibiassucê";-;-;-;-;-;-;-
"291210 Ibicaraí";-;-;-;-;-;-;-
"291220 Ibicoara";-;-;-;-;-;-;-
"291230 Ibicuí";-;-;-;-;-;-;-
"291240 Ibipeba";3;16;7;7;-;-;33
"291250 Ibipitanga";-;-;-;-;-;-;-
"291260 Ibiquera";-;-;-;-;-;-;-
"291270 Ibirapitanga";-;-;-;-;-;-;-
"291280 Ibirapuã";-;-;-;-;-;-;-
"291290 Ibirataia";-;-;-;-;-;-;-
"291300 Ibitiara";9;6;5;7;-;-;27
"291310 Ibititá";1;-;-;-;-;-;1
"291320 Ibotirama";4;10;8;6;-;-;28
"291330 Ichu";-;-;-;-;-;-;-
"291340 Igaporã";-;-;-;-;-;-;-
"291345 Igrapiúna";-;-;-;-;-;-;-
"291350 Iguaí";1;8;1;-;-;-;10
"291360 Ilhéus";61;62;23;14;1;39;200
"291370 Inhambupe";-;-;-;-;-;-;-
"291380 Ipecaetá";-;-;-;-;-;-;-
"291390 Ipiaú";15;16;8;-;-;-;39
"291400 Ipirá";1;-;-;-;-;-;1
"291410 Ipupiara";-;-;-;-;-;-;-
"291420 Irajuba";-;-;-;-;-;-;-
"291430 Iramaia";-;-;-;-;-;-;-
"291440 Iraquara";-;-;-;-;-;-;-
"291450 Irará";-;-;-;-;-;-;-
"291460 Irecê";29;7;5;2;-;4;47
"291465 Itabela";-;-;-;-;-;-;-
"291470 Itaberaba";-;-;-;-;-;-;-
"291480 Itabuna";79;6;23;50;-;6;164
"291490 Itacaré";-;-;-;-;-;-;-
"291500 Itaeté";-;-;-;-;-;-;-
"291510 Itagi";-;-;-;-;-;-;-
"291520 Itagibá";-;-;-;-;-;-;-
"291530 Itagimirim";-;-;-;-;-;-;-
"291535 Itaguaçu da Bahia";-;-;-;-;-;-;-
"291540 Itaju do Colônia";-;-;-;-;-;-;-
"291550 Itajuípe";-;-;-;-;-;-;-
"291560 Itamaraju";-;-;-;-;1;-;1
"291570 Itamari";-;-;-;-;-;-;-
"291580 Itambé";-;-;-;-;-;-;-
"291590 Itanagra";-;-;-;-;-;-;-
"291600 Itanhém";2;-;-;-;-;-;2
"291610 Itaparica";-;-;-;-;-;-;-
"291620 Itapé";-;-;-;-;-;-;-
"291630 Itapebi";-;-;-;-;-;-;-
"291640 Itapetinga";8;4;6;2;-;-;20
"291650 Itapicuru";-;-;-;-;-;-;-
"291660 Itapitanga";-;-;-;-;-;-;-
"291670 Itaquara";-;-;-;-;-;-;-
"291680 Itarantim";-;-;-;-;-;-;-
"291685 Itatim";-;-;-;-;-;-;-
"291690 Itiruçu";-;-;-;-;-;-;-
"291700 Itiúba";2;1;-;-;-;-;3
"291710 Itororó";-;-;-;-;-;-;-
"291720 Ituaçu";-;-;-;-;-;-;-
"291730 Ituberá";-;-;-;-;-;-;-
"291733 Iuiú";-;-;-;-;-;-;-
"291735 Jaborandi";-;-;-;-;-;-;-
"291740 Jacaraci";-;-;-;-;-;-;-
"291750 Jacobina";13;15;-;5;2;12;47
"291760 Jaguaquara";5;2;2;1;-;-;10
"291770 Jaguarari";-;-;-;-;-;-;-
"291780 Jaguaripe";-;-;-;-;-;-;-
"291790 Jandaíra";-;-;-;-;-;-;-
"291800 Jequié";40;66;16;19;-;-;141
"291810 Jeremoabo";-;-;-;-;-;-;-
"291820 Jiquiriçá";-;-;-;-;-;-;-
"291830 Jitaúna";-;-;-;-;-;-;-
"291835 João Dourado";-;-;-;-;-;-;-
"291840 Juazeiro";41;16;4;11;12;12;96
"291845 Jucuruçu";-;-;-;-;-;-;-
"291850 Jussara";-;-;-;-;-;-;-
"291855 Jussari";-;-;-;-;-;-;-
"291860 Jussiape";-;-;-;-;-;-;-
"291870 Lafaiete Coutinho";-;-;-;-;-;-;-
"291875 Lagoa Real";-;-;-;-;-;-;-
"291880 Laje";-;-;-;-;-;-;-
"291890 Lajedão";-;-;-;-;-;-;-
"291900 Lajedinho";-;-;-;-;-;-;-
"291905 Lajedo do Tabocal";-;-;-;-;-;-;-
"291910 Lamarão";-;-;-;-;-;-;-
"291915 Lapão";-;-;-;-;-;-;-
"291920 Lauro de Freitas";21;35;-;11;35;12;114
"291930 Lençóis";-;-;-;-;-;-;-
"291940 Licínio de Almeida";-;-;-;-;-;-;-
"291950 Livramento de Nossa Senhora";15;11;8;4;-;-;38
"291955 Luís Eduardo Magalhães";24;11;6;6;-;-;47
"291960 Macajuba";-;-;-;-;-;-;-
"291970 Macarani";-;-;-;-;-;-;-
"291980 Macaúbas";4;6;2;3;-;-;15
"291990 Macururé";-;-;-;-;-;-;-
"291992 Madre de Deus";-;-;-;-;-;-;-
"291995 Maetinga";-;-;-;-;-;-;-
"292000 Maiquinique";-;-;-;-;-;-;-
"292010 Mairi";-;-;-;-;-;-;-
"292020 Malhada";-;-;-;-;-;-;-
"292030 Malhada de Pedras";-;-;-;-;-;-;-
"292040 Manoel Vitorino";-;-;-;-;-;-;-
"292045 Mansidão";-;-;-;-;-;-;-
"292050 Maracás";-;-;-;-;-;-;-
"292060 Maragogipe";-;-;-;-;-;-;-
"292070 Maraú";-;-;-;-;-;-;-
"292080 Marcionílio Souza";-;-;-;-;-;-;-
"292090 Mascote";-;-;-;-;-;-;-
"292100 Mata de São João";7;10;-;5;-;-;22
"292105 Matina";-;-;-;-;-;-;-
"292110 Medeiros Neto";-;-;-;-;-;-;-
"292120 Miguel Calmon";-;8;-;-;-;-;8
"292130 Milagres";-;-;-;-;-;-;-
"292140 Mirangaba";-;-;-;-;-;-;-
"292145 Mirante";-;-;-;-;-;-;-
"292150 Monte Santo";-;-;-;-;-;-;-
"292160 Morpará";-;-;-;-;-;-;-
"292170 Morro do Chapéu";2;4;2;1;-;-;9
"292180 Mortugaba";-;-;-;-;-;-;-
"292190 Mucugê";-;-;-;-;-;-;-
"292200 Mucuri";7;8;7;5;1;-;28
"292205 Mulungu do Morro";-;-;-;-;-;-;-
"292210 Mundo Novo";-;-;-;-;-;-;-
"292220 Muniz Ferreira";-;-;-;-;-;-;-
"292225 Muquém de São Francisco";-;-;-;-;-;-;-
"292230 Muritiba";-;-;-;-;-;-;-
"292240 Mutuípe";-;-;-;-;-;-;-
"292250 Nazaré";-;-;-;-;-;-;-
"292260 Nilo Peçanha";-;-;-;-;-;-;-
"292265 Nordestina";-;-;-;-;-;-;-
"292270 Nova Canaã";-;-;-;-;-;-;-
"292273 Nova Fátima";-;-;-;-;-;-;-
"292275 Nova Ibiá";-;-;-;-;-;-;-
"292280 Nova Itarana";-;-;-;-;-;-;-
"292285 Nova Redenção";-;-;-;-;-;-;-
"292290 Nova Soure";-;-;-;-;-;-;-
"292300 Nova Viçosa";-;-;-;-;-;-;-
"292303 Novo Horizonte";-;-;-;-;-;-;-
"292305 Novo Triunfo";-;-;-;-;-;-;-
"292310 Olindina";-;-;-;-;-;-;-
"292320 Oliveira dos Brejinhos";-;-;-;-;-;-;-
"292330 Ouriçangas";-;-;-;-;-;-;-
"292335 Ourolândia";-;-;-;-;-;-;-
"292340 Palmas de Monte Alto";-;-;-;-;-;-;-
"292350 Palmeiras";-;-;-;-;-;-;-
"292360 Paramirim";2;-;2;-;-;-;4
"292370 Paratinga";-;-;-;-;-;-;-
"292380 Paripiranga";-;-;-;-;-;-;-
"292390 Pau Brasil";-;-;-;-;-;-;-
"292400 Paulo Afonso";15;5;4;2;-;1;27
"292405 Pé de Serra";-;-;-;-;-;-;-
"292410 Pedrão";-;-;-;-;-;-;-
"292420 Pedro Alexandre";-;-;-;-;-;-;-
"292430 Piatã";-;-;-;-;-;-;-
"292440 Pilão Arcado";-;-;-;-;-;-;-
"292450 Pindaí";-;-;-;-;-;-;-
"292460 Pindobaçu";-;-;-;-;-;-;-
"292465 Pintadas";-;2;2;1;-;-;5
"292467 Piraí do Norte";-;-;-;-;-;-;-
"292470 Piripá";-;-;-;-;-;-;-
"292480 Piritiba";-;-;-;-;-;-;-
"292490 Planaltino";-;-;-;-;-;-;-
"292500 Planalto";-;-;-;-;-;-;-
"292510 Poções";-;-;-;-;-;-;-
"292520 Pojuca";6;1;4;1;-;-;12
"292525 Ponto Novo";-;-;-;-;-;-;-
"292530 Porto Seguro";22;2;-;4;-;19;47
"292540 Potiraguá";-;-;-;-;-;-;-
"292550 Prado";-;-;-;-;-;-;-
"292560 Presidente Dutra";-;-;-;-;-;-;-
"292570 Presidente Jânio Quadros";-;-;-;-;-;-;-
"292575 Presidente Tancredo Neves";-;-;-;-;-;-;-
"292580 Queimadas";-;-;-;-;-;-;-
"292590 Quijingue";-;-;-;-;-;-;-
"292593 Quixabeira";-;-;-;-;-;-;-
"292595 Rafael Jambeiro";-;-;-;-;-;-;-
"292600 Remanso";7;11;6;6;-;-;30
"292610 Retirolândia";-;-;-;-;-;-;-
"292620 Riachão das Neves";-;-;-;-;-;-;-
"292630 Riachão do Jacuípe";-;6;-;-;-;-;6
"292640 Riacho de Santana";-;-;-;-;-;-;-
"292650 Ribeira do Amparo";-;-;-;-;-;-;-
"292660 Ribeira do Pombal";4;2;2;-;-;4;12
"292665 Ribeirão do Largo";-;-;-;-;-;-;-
"292670 Rio de Contas";-;-;-;-;-;-;-
"292680 Rio do Antônio";-;-;-;-;-;-;-
"292690 Rio do Pires";-;-;-;-;-;-;-
"292700 Rio Real";-;-;-;-;-;-;-
"292710 Rodelas";-;-;-;-;-;-;-
"292720 Ruy Barbosa";-;7;-;-;-;-;7
"292730 Salinas da Margarida";-;-;-;-;-;-;-
"292740 Salvador";756;932;179;142;258;682;2949
"292750 Santa Bárbara";-;-;-;-;-;-;-
"292760 Santa Brígida";-;-;-;-;-;-;-
"292770 Santa Cruz Cabrália";-;-;-;-;-;-;-
"292780 Santa Cruz da Vitória";-;-;-;-;-;-;-
"292790 Santa Inês";-;-;-;-;-;-;-
"292805 Santa Luzia";-;-;-;-;-;-;-
"292810 Santa Maria da Vitória";3;4;-;-;-;-;7
"292840 Santa Rita de Cássia";-;-;-;-;-;-;-
"292850 Santa Teresinha";-;-;-;-;-;-;-
"292800 Santaluz";-;3;1;-;-;-;4
"292820 Santana";-;-;-;-;-;-;-
"292830 Santanópolis";-;-;-;-;-;-;-
"292860 Santo Amaro";4;-;3;-;-;-;7
"292870 Santo Antônio de Jesus";46;23;21;5;-;7;102
"292880 Santo Estêvão";7;5;7;4;-;-;23
"292890 São Desidério";-;-;-;-;-;-;-
"292895 São Domingos";-;-;-;-;-;-;-
"292910 São Felipe";-;-;-;-;-;-;-
"292900 São Félix";-;2;2;1;-;-;5
"292905 São Félix do Coribe";3;12;4;8;-;-;27
"292920 São Francisco do Conde";-;1;-;-;-;-;1
"292925 São Gabriel";-;-;-;-;-;-;-
"292930 São Gonçalo dos Campos";-;-;-;-;-;-;-
"292935 São José da Vitória";-;-;-;-;-;-;-
"292937 São José do Jacuípe";-;-;-;-;-;-;-
"292940 São Miguel das Matas";-;-;-;-;-;-;-
"292950 São Sebastião do Passé";-;-;-;-;-;-;-
"292960 Sapeaçu";-;-;-;-;-;-;-
"292970 Sátiro Dias";-;-;-;-;-;-;-
"292975 Saubara";-;-;-;-;-;-;-
"292980 Saúde";-;-;-;-;-;-;-
"292990 Seabra";1;-;2;1;-;-;4
"293000 Sebastião Laranjeiras";-;-;-;-;-;-;-
"293010 Senhor do Bonfim";18;5;-;3;-;4;30
"293020 Sento Sé";-;-;-;-;-;-;-
"293015 Serra do Ramalho";-;-;-;-;-;-;-
"293030 Serra Dourada";-;-;-;-;-;-;-
"293040 Serra Preta";-;-;-;-;-;-;-
"293050 Serrinha";5;5;7;10;-;-;27
"293060 Serrolândia";-;-;-;-;-;-;-
"293070 Simões Filho";-;-;-;-;-;-;-
"293075 Sítio do Mato";-;-;-;-;-;-;-
"293076 Sítio do Quinto";-;-;-;-;-;-;-
"293077 Sobradinho";-;-;-;-;-;-;-
"293080 Souto Soares";-;-;-;-;-;-;-
"293090 Tabocas do Brejo Velho";-;-;-;-;-;-;-
"293100 Tanhaçu";-;-;-;-;-;-;-
"293105 Tanque Novo";-;-;-;-;-;-;-
"293110 Tanquinho";-;-;-;-;-;-;-
"293120 Taperoá";-;-;-;-;-;-;-
"293130 Tapiramutá";-;-;-;-;-;-;-
"293135 Teixeira de Freitas";30;23;8;7;-;5;73
"293140 Teodoro Sampaio";-;-;-;-;-;-;-
"293150 Teofilândia";-;-;-;-;-;-;-
"293160 Teolândia";-;-;-;-;-;-;-
"293170 Terra Nova";-;-;-;-;-;-;-
"293180 Tremedal";-;-;-;-;-;-;-
"293190 Tucano";8;4;8;8;-;-;28
"293200 Uauá";-;-;-;-;-;-;-
"293210 Ubaíra";-;-;-;-;-;-;-
"293220 Ubaitaba";-;-;-;-;-;-;-
"293230 Ubatã";-;-;-;-;-;-;-
"293240 Uibaí";-;-;-;-;-;-;-
"293245 Umburanas";-;-;-;-;-;-;-
"293250 Una";-;-;-;-;-;-;-
"293260 Urandi";-;-;-;-;-;-;-
"293270 Uruçuca";-;-;-;-;-;-;-
"293280 Utinga";-;-;-;-;-;-;-
"293290 Valença";2;3;2;2;-;-;9
"293300 Valente";1;1;2;-;-;-;4
"293305 Várzea da Roça";-;-;-;-;-;-;-
"293310 Várzea do Poço";-;-;-;-;-;-;-
"293315 Várzea Nova";-;-;-;-;-;-;-
"293317 Varzedo";-;-;-;-;-;-;-
"293320 Vera Cruz";-;-;-;-;-;-;-
"293325 Vereda";-;-;-;-;-;-;-
"293330 Vitória da Conquista";148;45;11;14;-;11;229
"293340 Wagner";-;-;-;-;-;-;-
"293345 Wanderley";-;-;-;-;-;-;-
"293350 Wenceslau Guimarães";-;-;-;-;-;-;-
"293360 Xique-Xique";-;-;-;-;-;-;-
"290000 Município ignorado - BA";-;-;-;-;-;-;-
"310010 Abadia dos Dourados";2;1;1;1;-;-;5
"310020 Abaeté";-;5;-;-;-;-;5
"310030 Abre Campo";1;3;2;1;-;-;7
"310040 Acaiaca";-;-;-;-;-;-;-
"310050 Açucena";-;-;-;-;-;-;-
"310060 Água Boa";-;-;2;3;-;-;5
"310070 Água Comprida";-;-;-;-;-;-;-
"310080 Aguanil";-;-;-;-;-;-;-
"310090 Águas Formosas";3;3;-;-;-;-;6
"310100 Águas Vermelhas";-;1;-;-;-;-;1
